date,symbol,close,volume,open_interest,roll_yield
20250526,AL2506,20210.0,50356.0,90989.0,-0.0327016181568067
20250526,AL2507,20155.0,128212.0,206083.0,-0.0387626129074326
20250526,AL2508,20090.0,35537.0,95346.0,-0.0358923497893945
20250526,AL2509,20030.0,15390.0,53144.0,-0.0239880139850184
20250526,AL2510,19990.0,6233.0,33923.0,-0.0180225315478894
20250526,AL2511,19960.0,3487.0,15808.0,-0.0060135305693457
20250526,AL2512,19950.0,1811.0,12693.0,-0.0060165456261626
20250526,AL2601,19940.0,1576.0,11302.0,0.0150357117779073
20250526,AL2602,19965.0,1180.0,3834.0,0.009012392462673
20250526,AL2603,19980.0,463.0,2063.0,0.0150056290654906
20250526,AL2604,20005.0,21.0,485.0,0.0
20250526,AL2605,20005.0,38.0,243.0,0.0
20250527,AL2506,20135.0,50423.0,73589.0,-0.0567518170410414
20250527,AL2507,20040.0,199922.0,202473.0,-0.0389854147719082
20250527,AL2508,19975.0,48657.0,98748.0,-0.0300752037127153
20250527,AL2509,19925.0,14997.0,55229.0,-0.0241145521994968
20250527,AL2510,19885.0,6232.0,34442.0,-0.0120754727171
20250527,AL2511,19865.0,1723.0,16091.0,-0.0241874609478069
20250527,AL2512,19825.0,736.0,12826.0,0.0030261001295146
20250527,AL2601,19830.0,1567.0,11551.0,-0.0060529635583521
20250527,AL2602,19820.0,1493.0,4220.0,0.0181497387762902
20250527,AL2603,19850.0,288.0,2220.0,0.0211400583174531
20250527,AL2604,19885.0,37.0,487.0,-0.0120754727171
20250527,AL2605,19865.0,29.0,263.0,0.0
20250528,AL2506,20185.0,24141.0,66014.0,-0.053624716844877
20250528,AL2507,20095.0,133894.0,203561.0,-0.0418744193608987
20250528,AL2508,20025.0,36290.0,103348.0,-0.0300000156250147
20250528,AL2509,19975.0,11911.0,56772.0,-0.0180360755396214
20250528,AL2510,19945.0,2180.0,34723.0,-0.0090282135919997
20250528,AL2511,19930.0,2894.0,17104.0,-0.0150621332690734
20250528,AL2512,19905.0,2469.0,13291.0,0.0030139394858915
20250528,AL2601,19910.0,989.0,11605.0,0.0060256089641673
20250528,AL2602,19920.0,404.0,4086.0,0.0090327441223928
20250528,AL2603,19935.0,628.0,2600.0,0.0120330920085471
20250528,AL2604,19955.0,122.0,540.0,0.0090169071243202
20250528,AL2605,19970.0,228.0,442.0,0.0
20250529,AL2506,20290.0,22228.0,59876.0,-0.0533465931667715
20250529,AL2507,20200.0,168323.0,207900.0,-0.0535848074711808
20250529,AL2508,20110.0,61475.0,113065.0,-0.0298730550092542
20250529,AL2509,20060.0,15886.0,58268.0,-0.0299476072577695
20250529,AL2510,20010.0,4386.0,35618.0,-0.0150018771882622
20250529,AL2511,19985.0,1925.0,17326.0,-0.0120150197772258
20250529,AL2512,19965.0,2585.0,14065.0,-0.0030056355824013
20250529,AL2601,19960.0,1445.0,12187.0,0.0120180280450752
20250529,AL2602,19980.0,193.0,4102.0,0.0120060040030034
20250529,AL2603,20000.0,564.0,2776.0,0.0059985004998119
20250529,AL2604,20010.0,12.0,547.0,0.0089921323053717
20250529,AL2605,20025.0,71.0,435.0,0.0
20250530,AL2506,20175.0,25962.0,44987.0,-0.062616616173188
20250530,AL2507,20070.0,171091.0,195664.0,-0.0569360538709012
20250530,AL2508,19975.0,70213.0,122108.0,-0.0300752037127153
20250530,AL2509,19925.0,21611.0,62247.0,-0.0301507696305979
20250530,AL2510,19875.0,6116.0,35868.0,-0.0120815514861702
20250530,AL2511,19855.0,1626.0,17633.0,-0.0211720281764743
20250530,AL2512,19820.0,4538.0,15004.0,0.0
20250530,AL2601,19820.0,1405.0,12580.0,0.0030268634288375
20250530,AL2602,19825.0,538.0,4420.0,0.0211666931533777
20250530,AL2603,19860.0,549.0,3032.0,-0.0090668685839742
20250530,AL2604,19845.0,244.0,709.0,0.0151076439443609
20250530,AL2605,19870.0,253.0,656.0,0.0
20250603,AL2506,19990.0,16077.0,38500.0,-0.0782938787433857
20250603,AL2507,19860.0,183523.0,191144.0,-0.0423707880306259
20250603,AL2508,19790.0,74864.0,130171.0,-0.0242792192081218
20250603,AL2509,19750.0,27933.0,67072.0,-0.0304182672382567
20250603,AL2510,19700.0,6088.0,36624.0,-0.0182880401157013
20250603,AL2511,19670.0,3728.0,19099.0,0.0
20250603,AL2512,19670.0,3854.0,16378.0,0.0
20250603,AL2601,19670.0,3435.0,14466.0,-0.0030507182063378
20250603,AL2602,19665.0,896.0,4741.0,0.0365575301779808
20250603,AL2603,19725.0,514.0,3192.0,-0.0091289468077098
20250603,AL2604,19710.0,71.0,711.0,0.0091289468077095
20250603,AL2605,19725.0,57.0,657.0,0.0
20250604,AL2506,20165.0,10490.0,35200.0,-0.0536780219100731
20250604,AL2507,20075.0,160576.0,189969.0,-0.0629293488612182
20250604,AL2508,19970.0,76963.0,137955.0,-0.0270710730173408
20250604,AL2509,19925.0,23559.0,68996.0,-0.0301507696305979
20250604,AL2510,19875.0,5967.0,36732.0,-0.0181268916644022
20250604,AL2511,19845.0,2536.0,19244.0,-0.0151266879982407
20250604,AL2512,19820.0,1720.0,16549.0,0.0030268634288375
20250604,AL2601,19825.0,897.0,14516.0,0.0060514373445804
20250604,AL2602,19835.0,602.0,4949.0,0.0181360236032256
20250604,AL2603,19865.0,279.0,3332.0,0.0120754727171001
