date,symbol,close,volume,open_interest,roll_yield
20250526,SP2506,5404.0,74.0,579.0,-0.0044419767303429
20250526,SP2507,5402.0,265700.0,91326.0,-0.1026219304979729
20250526,SP2508,5356.0,64.0,417.0,-0.1261272872501992
20250526,SP2509,5300.0,59247.0,71136.0,-0.1228912693607303
20250526,SP2510,5246.0,135.0,219.0,-0.1056870702876025
20250526,SP2511,5200.0,10034.0,42254.0,-0.0508769310964296
20250526,SP2512,5178.0,238.0,2306.0,0.279455270744763
20250526,SP2601,5300.0,1964.0,8961.0,-0.0681174960576622
20250526,SP2602,5270.0,9.0,29.0,0.0136544676215673
20250526,SP2603,5276.0,26.0,178.0,-0.0091012518583445
20250526,SP2604,5272.0,17.0,52.0,0.0409013840400223
20250526,SP2605,5290.0,44.0,94.0,0.0
20250527,SP2506,5290.0,106.0,574.0,-0.0363498952693568
20250527,SP2507,5274.0,264717.0,83067.0,-0.050161577886542
20250527,SP2508,5252.0,88.0,435.0,-0.156383968686914
20250527,SP2509,5184.0,93536.0,76157.0,-0.0324512463556301
20250527,SP2510,5170.0,244.0,310.0,-0.0791774655921321
20250527,SP2511,5136.0,21276.0,44594.0,-0.0702989708204157
20250527,SP2512,5106.0,1314.0,2272.0,0.2557740696607171
20250527,SP2601,5216.0,4070.0,8866.0,-0.0138116263089156
20250527,SP2602,5210.0,9.0,25.0,-0.0230547621347271
20250527,SP2603,5200.0,159.0,300.0,0.0322642790871407
20250527,SP2604,5214.0,52.0,81.0,-0.0230370583326131
20250527,SP2605,5204.0,291.0,302.0,0.0
20250528,SP2506,5330.0,15.0,562.0,-0.0090090094321527
20250528,SP2507,5326.0,187899.0,84772.0,-0.1222882822984128
20250528,SP2508,5272.0,249.0,474.0,-0.1327497802667538
20250528,SP2509,5214.0,56040.0,78019.0,-0.0507400333142527
20250528,SP2510,5192.0,180.0,306.0,-0.0648900770087138
20250528,SP2511,5164.0,11435.0,45119.0,-0.1026844071957554
20250528,SP2512,5120.0,445.0,2395.0,0.2642563806784518
20250528,SP2601,5234.0,1870.0,8742.0,-0.0183556441144002
20250528,SP2602,5226.0,0.0,25.0,-0.1014610195020304
