date,receipt,change
2025-06-03,17247,0
2025-06-04,17247,0
2025-06-05,17847,600
2025-06-06,17847,0
2025-06-09,17847,0
2025-06-10,17817,-30
2025-06-11,17817,0
2025-06-12,17847,30
2025-06-13,18177,330
2025-06-16,18177,0
2025-06-17,18177,0
2025-06-18,18168,-9
2025-06-19,18168,0
2025-06-20,18168,0
2025-06-23,18168,0
2025-06-24,18213,45
2025-06-25,18213,0
2025-06-26,18237,24
2025-06-27,18237,0
2025-06-30,18237,0
2025-07-01,18453,216
2025-07-02,18456,3
2025-07-03,18456,0
2025-07-04,21456,3000
2025-07-07,21456,0
2025-07-08,21558,102
2025-07-09,21585,27
2025-07-10,24585,3000
2025-07-11,24585,0
2025-07-14,28857,4272
2025-07-15,28872,15
2025-07-16,28872,0
2025-07-17,28872,0
2025-07-18,28857,-15
2025-07-21,28857,0
2025-07-22,28857,0
2025-07-23,28857,0
2025-07-24,29358,501
2025-07-25,30258,900
2025-07-28,30258,0
2025-07-29,31263,1005
2025-07-30,33462,2199
2025-07-31,35643,2181
2025-08-01,35745,102
2025-08-04,35889,144
2025-08-05,36009,120
2025-08-06,36045,36
2025-08-07,36045,0
2025-08-08,36045,0
2025-08-11,36045,0
2025-08-12,36045,0
2025-08-13,36045,0
2025-08-14,36345,300
2025-08-15,36345,0
2025-08-18,36345,0
2025-08-19,36333,-12
2025-08-20,36582,249
2025-08-21,36642,60
2025-08-22,37455,813
2025-08-25,37515,60
2025-08-26,37503,-12
2025-08-27,37503,0
2025-08-28,39504,2001
2025-08-29,39624,120
2025-09-01,39744,120
2025-09-02,40191,447
2025-09-03,40251,60
2025-09-04,43254,3003
2025-09-05,43335,81
2025-09-08,43335,0
2025-09-09,44415,1080
2025-09-10,45951,1536
2025-09-11,50151,4200
2025-09-12,52950,2799
2025-09-15,53226,276
2025-09-16,53226,0
2025-09-17,54126,900
2025-09-18,56430,2304
2025-09-19,57429,999
