date,value,增减
2025-05-06,55160,0.0
2025-05-07,55160,0.0
2025-05-08,55160,0.0
2025-05-09,55160,0.0
2025-05-12,55160,0.0
2025-05-13,55160,0.0
2025-05-14,55160,0.0
2025-05-15,55160,0.0
2025-05-16,55160,0.0
2025-05-19,55160,0.0
2025-05-20,55160,0.0
2025-05-21,55160,0.0
2025-05-22,55160,0.0
2025-05-23,55160,0.0
2025-05-26,55160,0.0
2025-05-27,55160,0.0
2025-05-28,55160,0.0
2025-05-29,55160,0.0
2025-05-30,55160,0.0
2025-06-03,55160,0.0
2025-06-04,55160,0.0
2025-06-05,55160,0.0
2025-06-06,55160,0.0
2025-06-09,55160,0.0
2025-06-10,55160,0.0
2025-06-11,55160,0.0
2025-06-12,55160,0.0
2025-06-13,55160,0.0
2025-06-16,55160,0.0
2025-06-17,55160,0.0
2025-06-18,55160,0.0
2025-06-19,55160,0.0
2025-06-20,55160,0.0
2025-06-23,55160,0.0
2025-06-24,59010,3850.0
2025-06-25,59010,0.0
2025-06-26,59010,0.0
2025-06-27,59010,0.0
2025-06-30,57010,-2000.0
2025-07-01,57010,0.0
2025-07-02,56160,-850.0
2025-07-03,56160,0.0
2025-07-04,56160,0.0
2025-07-07,53010,-3150.0
2025-07-08,52390,-620.0
2025-07-09,42950,-9440.0
2025-07-10,42950,0.0
2025-07-11,42950,0.0
2025-07-14,42950,0.0
2025-07-15,42950,0.0
2025-07-16,42950,0.0
2025-07-17,42950,0.0
2025-07-18,42950,0.0
2025-07-21,42950,0.0
2025-07-22,42950,0.0
2025-07-23,42950,0.0
2025-07-24,42950,0.0
2025-07-25,42950,0.0
2025-07-28,42950,0.0
2025-07-29,42950,0.0
2025-07-30,41910,-1040.0
2025-07-31,41910,0.0
2025-08-01,41910,0.0
2025-08-04,41910,0.0
2025-08-05,40240,-1670.0
2025-08-06,37420,-2820.0
2025-08-07,37420,0.0
2025-08-08,36520,-900.0
2025-08-11,35020,-1500.0
2025-08-12,32040,-2980.0
2025-08-13,32040,0.0
2025-08-14,31840,-200.0
2025-08-15,31640,-200.0
2025-08-18,31140,-500.0
2025-08-19,31140,0.0
2025-08-20,31140,0.0
2025-08-21,30940,-200.0
2025-08-22,30940,0.0
2025-08-25,30940,0.0
2025-08-26,29790,-1150.0
2025-08-27,29790,0.0
2025-08-28,29790,0.0
2025-08-29,29790,0.0
2025-09-01,29790,0.0
2025-09-02,29790,0.0
2025-09-03,29790,0.0
2025-09-04,28890,-900.0
2025-09-05,26890,-2000.0
2025-09-08,26890,0.0
2025-09-09,26890,0.0
2025-09-10,26890,0.0
2025-09-11,26490,-400.0
2025-09-12,26290,-200.0
2025-09-15,25590,-700.0
2025-09-16,23590,-2000.0
2025-09-17,23590,0.0
2025-09-18,23240,-350.0
2025-09-19,23240,0.0
